"last_name, first_name",player_id,attempts,avg_hit_angle,anglesweetspotpercent,max_hit_speed,avg_hit_speed,ev50,fbld,gb,max_distance,avg_distance,avg_hr_distance,ev95plus,ev95percent,barrels,brl_percent,brl_pa,year
"Chisholm Jr., Jazz",665862,237,10.7,25.3,111.6,90.3,101.2,96.5,85.4,439,153,401.0,99,41.8,29,12.2,7.6,2023
"Maldonado, Martín",455117,235,18.1,32.8,109.3,88.4,99.5,92.8,83.4,438,168,393.0,94,40.0,20,8.5,4.9,2023
"Yastrzemski, Mike",573262,234,19.6,35.0,110.1,90.0,100.7,94.2,85.4,418,188,386.0,103,44.0,23,9.8,6.0,2023
"Raley, Luke",670042,232,17.3,28.9,114.3,91.1,102.7,94.6,89.2,450,162,405.0,106,45.7,30,12.9,7.4,2023
"Tellez, Rowdy",642133,230,15.2,35.7,114.8,89.9,101.2,92.5,89.2,429,181,398.0,93,40.4,20,8.7,5.7,2023
"Taylor, Michael A.",572191,229,13.4,30.1,114.3,88.1,101.4,94.3,82.4,468,167,404.0,87,38.0,31,13.5,8.0,2023
"Bailey, Patrick",672275,229,10.2,36.2,108.6,88.7,99.4,92.3,85.0,432,160,396.0,88,38.4,23,10.0,6.5,2023
"Moncada, Yoán",660162,228,12.3,42.5,112.7,89.4,100.0,93.2,86.0,433,173,398.0,89,39.0,23,10.1,6.4,2023
"Baddoo, Akil",668731,226,10.8,26.5,111.7,88.1,99.0,91.9,85.9,443,154,399.0,82,36.8,14,6.2,3.9,2023
"Meyers, Jake",676694,222,13.9,34.7,108.3,86.0,96.7,91.3,80.6,423,163,395.0,62,27.9,14,6.3,4.1,2023
"Polanco, Jorge",593871,217,21.6,39.6,111.4,88.4,100.2,92.2,81.6,437,199,396.0,88,40.6,30,13.8,8.7,2023
"Rogers, Jake",668670,216,14.7,40.3,109.1,90.4,100.4,95.5,84.1,414,185,396.0,98,45.6,26,12.0,7.1,2023
"Duvall, Adam",594807,215,28.9,33.0,110.0,88.8,100.1,93.4,81.5,443,209,403.0,84,39.1,28,13.0,7.9,2023
"Julien, Edouard",666397,214,8.0,38.8,108.9,89.5,100.9,94.3,84.6,452,159,397.0,96,44.9,28,13.1,6.9,2023
"Taylor, Chris",621035,214,21.5,38.8,110.8,86.2,99.0,91.9,76.4,430,192,410.0,80,37.4,21,9.8,5.5,2023
"Garver, Mitch",641598,214,20.5,35.5,113.2,90.0,101.0,94.0,84.5,457,195,411.0,90,42.1,27,12.6,7.8,2023
"Anderson, Brian",605119,213,9.9,34.3,110.3,87.6,99.7,93.7,83.1,421,155,400.0,79,37.1,22,10.3,6.1,2023
"Siri, Jose",642350,212,14.4,32.5,113.7,88.4,100.6,93.0,82.6,457,185,404.0,80,37.7,28,13.2,7.7,2023
"Walls, Taylor",670764,212,19.1,32.1,104.8,86.7,95.8,89.3,83.8,404,176,379.0,61,28.8,7,3.3,2.0,2023
"Trout, Mike",545361,206,19.3,38.3,114.3,91.9,104.2,96.0,89.8,461,197,416.0,107,51.9,33,16.0,9.1,2023
"Arias, Gabriel",672356,203,3.7,30.0,114.4,91.1,101.9,96.3,87.1,441,147,414.0,94,46.3,20,9.9,5.8,2023
"Belt, Brandon",474832,200,19.8,44.0,109.9,88.7,100.7,94.0,77.9,448,206,400.0,80,40.0,30,15.0,7.4,2023
"Buxton, Byron",621439,199,20.1,33.2,116.9,91.5,102.5,97.3,83.1,466,192,406.0,91,45.7,29,14.6,8.4,2023
"Sabol, Blake",666165,197,16.1,31.0,111.6,89.1,100.1,95.8,84.3,436,162,407.0,76,38.6,22,11.2,6.4,2023
"Pratto, Nick",668472,172,13.4,40.7,107.6,87.5,99.6,93.4,81.3,438,178,387.0,72,41.9,14,8.1,4.1,2023
"Arraez, Luis",650333,611,13.7,40.9,108.4,86.3,94.8,89.3,83.9,401,164,379.0,145,23.7,10,1.6,1.5,2024
"Semien, Marcus",543760,546,17.0,33.0,112.1,87.4,97.8,91.1,84.4,422,173,387.0,192,35.2,36,6.6,5.0,2024
"Ramírez, José",608070,544,19.6,34.0,116.6,89.2,99.6,93.0,87.5,451,184,389.0,216,39.7,47,8.6,6.9,2024
"Witt Jr., Bobby",677951,538,15.1,35.7,116.9,92.7,104.0,95.3,91.1,468,187,411.0,260,48.3,77,14.3,10.9,2024
"Guerrero Jr., Vladimir",665489,524,7.4,35.1,117.6,93.8,105.7,97.1,91.6,471,162,412.0,287,54.9,72,13.7,10.3,2024
"Hoerner, Nico",663538,519,10.4,36.0,110.1,85.7,96.0,87.4,85.7,400,150,368.0,143,27.6,6,1.2,0.9,2024
"Duran, Jarren",680776,515,9.5,33.6,113.9,90.8,101.9,94.8,88.8,433,159,403.0,226,43.9,48,9.3,6.5,2024
"Donovan, Brendan",680977,511,13.2,36.6,108.7,88.7,98.6,92.1,87.2,422,165,385.0,192,37.6,28,5.5,4.3,2024
"Altuve, Jose",514888,509,14.1,34.8,108.4,86.5,97.3,89.1,84.3,438,157,390.0,159,31.2,33,6.5,4.8,2024
"Peña, Jeremy",665161,500,7.5,28.8,109.5,88.2,99.3,91.3,86.3,418,144,399.0,194,38.8,27,5.4,4.2,2024
"Bregman, Alex",608324,499,18.2,34.9,109.1,89.1,99.0,92.8,86.9,424,178,387.0,202,40.5,32,6.4,5.0,2024
"Giménez, Andrés",665926,495,8.7,32.7,109.6,86.3,96.5,89.6,84.6,413,140,394.0,141,28.5,14,2.8,2.2,2024
"Lindor, Francisco",596019,494,17.0,35.4,112.7,90.9,101.1,95.1,85.4,432,188,397.0,234,47.4,67,13.6,9.7,2024
"Arenado, Nolan",571448,493,16.9,35.9,107.5,86.3,96.9,88.9,84.6,425,164,384.0,156,31.6,16,3.2,2.5,2024
"Volpe, Anthony",683011,486,8.4,33.1,108.7,87.7,98.2,91.6,84.9,421,146,383.0,172,35.4,19,3.9,2.8,2024
"Diaz, Yainer",673237,486,8.9,35.0,111.4,90.2,101.3,94.6,87.5,455,147,394.0,231,47.5,37,7.6,6.0,2024
"Winn, Masyn",691026,486,13.2,33.1,111.1,87.0,98.1,89.3,87.0,417,160,394.0,159,32.7,18,3.7,2.8,2024
"Garcia, Maikel",672580,481,6.4,33.9,108.6,90.4,100.1,92.4,89.5,423,147,401.0,206,42.8,18,3.7,2.9,2024
"Ohtani, Shohei",660271,479,16.2,37.8,119.2,95.8,106.7,99.7,91.4,476,199,415.0,288,60.1,103,21.5,14.1,2024
"Burleson, Alec",676475,478,13.6,34.3,111.0,89.7,99.4,93.4,86.3,435,169,387.0,199,41.7,31,6.5,5.2,2024
"Verdugo, Alex",657077,478,9.9,31.6,110.7,88.3,98.0,91.6,86.5,422,151,390.0,167,34.9,27,5.6,4.3,2024
"Henderson, Gunnar",683002,475,9.2,34.5,113.1,92.8,104.0,96.1,90.8,430,163,399.0,256,53.9,53,11.2,7.4,2024
"Rutschman, Adley",668939,475,18.8,35.4,109.3,88.2,98.1,90.4,86.4,425,184,391.0,174,36.6,29,6.1,4.5,2024
"Bohm, Alec",664761,474,10.1,35.2,110.8,90.4,100.8,92.4,90.0,427,160,397.0,216,45.6,32,6.8,5.3,2024
"Profar, Jurickson",595777,473,13.4,31.3,110.3,91.1,101.0,93.1,91.0,431,164,386.0,210,44.4,34,7.2,5.1,2024
"Machado, Manny",592518,473,12.7,33.8,115.6,92.5,103.4,95.7,91.3,438,167,402.0,231,48.8,52,11.0,8.1,2024
"Díaz, Yandy",650490,472,5.0,28.4,117.4,92.2,103.4,94.8,92.0,440,135,395.0,230,48.7,36,7.6,5.8,2024
"Carroll, Corbin",682998,471,12.0,27.8,111.5,89.3,101.1,94.6,88.1,440,149,399.0,192,40.8,34,7.2,5.0,2024
"Santander, Anthony",623993,471,22.7,35.0,114.4,89.8,100.3,94.6,86.1,442,192,395.0,196,41.6,55,11.7,8.3,2024
"Reynolds, Bryan",668804,469,9.4,37.5,111.6,89.9,101.0,94.5,84.9,440,167,406.0,213,45.4,45,9.6,6.5,2024
"Castellanos, Nick",592206,469,15.2,39.0,113.1,88.4,99.3,91.4,85.4,445,184,398.0,179,38.2,38,8.1,5.8,2024
"Perez, Salvador",521692,467,19.0,39.4,113.3,91.1,101.9,95.1,86.7,457,196,420.0,209,44.8,57,12.2,8.7,2024
"Tovar, Ezequiel",678662,467,18.9,38.5,110.6,88.8,99.3,93.1,84.1,456,195,410.0,186,39.8,42,9.0,6.0,2024
"Cronenworth, Jake",630105,463,13.9,35.4,110.9,88.6,99.5,92.6,85.9,422,167,392.0,170,36.7,36,7.8,5.5,2024
"Naylor, Josh",647304,462,11.1,30.1,110.9,89.9,100.8,94.3,87.5,445,158,399.0,189,40.9,39,8.4,6.2,2024
"Turang, Brice",668930,462,6.1,32.0,107.8,87.0,96.9,89.1,86.5,419,133,386.0,137,29.7,11,2.4,1.8,2024
"Merrill, Jackson",701538,462,14.6,39.4,111.6,90.4,100.8,93.5,86.9,442,190,399.0,203,43.9,52,11.3,8.8,2024
"Soto, Juan",665742,461,10.7,35.4,115.7,94.2,105.7,99.5,89.3,447,172,404.0,262,57.0,91,19.7,12.8,2024
"Torres, Gleyber",650402,461,15.0,38.2,111.2,88.6,98.3,91.9,85.3,418,177,380.0,163,35.4,29,6.3,4.4,2024
"Alvarez, Yordan",670541,461,18.3,35.4,117.0,93.1,104.1,95.5,90.9,461,202,407.0,229,49.7,67,14.5,10.6,2024
"Contreras, William",661388,459,6.1,29.0,118.1,92.8,103.9,98.0,89.7,448,144,408.0,227,49.5,46,10.0,6.8,2024
"Freeman, Freddie",518692,450,14.3,43.1,112.3,89.4,100.3,92.8,85.3,437,185,394.0,188,41.8,41,9.1,6.4,2024
"Bleday, JJ",668709,448,18.6,37.1,113.3,88.5,99.0,90.9,86.8,417,183,392.0,162,36.2,37,8.3,5.8,2024
"Vaughn, Andrew",683734,443,16.6,33.6,112.2,90.3,100.9,93.8,87.8,432,176,403.0,192,43.3,41,9.3,6.6,2024
"Paredes, Isaac",670623,443,22.4,37.0,107.3,85.0,95.9,89.4,79.5,415,179,375.0,120,27.1,20,4.5,3.1,2024
"Adames, Willy",642715,440,20.6,38.2,112.3,88.6,99.8,93.0,83.4,446,192,400.0,179,40.7,53,12.0,7.7,2024
"Ozuna, Marcell",542303,440,14.4,40.5,114.8,92.1,103.3,97.1,85.4,448,196,412.0,235,53.4,68,15.5,9.9,2024
"Alonso, Pete",624413,440,14.4,30.5,116.3,89.8,102.8,95.3,86.1,471,171,409.0,204,46.4,58,13.2,8.3,2024
"Steer, Spencer",668715,439,17.4,34.2,108.0,88.0,99.2,92.7,84.9,439,175,390.0,175,39.9,28,6.4,4.3,2024
"Pasquantino, Vinnie",686469,439,14.6,31.9,112.2,91.0,101.0,93.7,90.8,442,175,397.0,204,46.5,31,7.1,5.6,2024
"Olson, Matt",621566,435,16.1,35.4,113.9,91.5,102.7,95.4,87.3,450,188,403.0,206,47.4,54,12.4,7.9,2024
"Springer, George",543807,432,9.4,29.2,110.6,87.5,99.9,93.8,83.0,434,147,389.0,161,37.4,40,9.3,6.5,2024
"Bellinger, Cody",641355,432,17.4,32.9,109.2,87.8,97.3,90.6,85.4,430,179,396.0,142,32.9,27,6.3,4.7,2024
"Arcia, Orlando",606115,431,8.6,29.7,107.8,88.2,98.4,92.8,85.9,421,145,394.0,163,37.8,23,5.3,3.8,2024
"Kwan, Steven",680757,431,14.9,38.1,105.6,86.3,95.0,88.2,84.8,424,172,382.0,102,23.7,11,2.6,2.0,2024
"Ward, Taylor",621493,430,17.4,41.9,109.4,90.9,100.0,93.6,86.5,428,203,397.0,182,42.4,56,13.0,8.4,2024
"Goldschmidt, Paul",502671,428,13.1,34.3,111.4,91.2,101.9,96.5,86.5,457,175,401.0,212,49.6,46,10.7,7.0,2024
"Schanuel, Nolan",694384,426,10.3,36.4,105.9,86.1,95.3,89.2,83.4,410,157,384.0,108,25.4,15,3.5,2.5,2024
"Santana, Carlos",467793,424,16.1,30.9,113.6,89.2,99.5,93.3,87.4,425,171,392.0,169,39.9,31,7.3,5.2,2024
"Stott, Bryson",681082,422,14.0,35.3,109.8,87.0,97.1,90.4,84.7,432,162,393.0,130,30.8,15,3.6,2.6,2024
"Bell, Josh",605137,421,10.5,31.4,111.2,88.9,100.1,93.5,86.2,436,154,395.0,169,40.1,32,7.6,5.3,2024
"De La Cruz, Bryan",650559,419,13.1,35.6,110.5,89.6,99.8,93.7,85.4,432,174,397.0,173,41.3,39,9.3,6.3,2024
"Chapman, Matt",656305,419,16.2,31.3,114.5,93.2,104.4,96.8,91.3,428,178,407.0,202,48.3,53,12.6,8.2,2024
"Abrams, CJ",682928,418,15.1,33.0,110.0,88.2,99.5,93.6,84.0,429,173,404.0,170,40.7,29,6.9,4.8,2024
"India, Jonathan",663697,417,13.5,39.1,110.8,87.2,98.9,91.4,84.8,436,164,395.0,152,36.5,32,7.7,5.0,2024
"Gurriel Jr., Lourdes",666971,417,15.7,33.8,110.6,88.4,99.5,92.0,86.3,431,175,395.0,167,40.0,28,6.7,5.1,2024
"Nimmo, Brandon",607043,416,11.2,33.7,111.5,91.9,101.3,94.5,90.5,440,172,399.0,197,47.4,38,9.1,5.7,2024
"Harper, Bryce",547180,415,13.5,36.1,113.8,91.1,102.5,95.1,86.3,428,185,392.0,200,48.2,44,10.6,7.0,2024
"García Jr., Luis",671277,415,8.2,32.8,110.7,89.1,100.2,93.2,85.7,438,158,399.0,173,41.7,33,8.0,6.3,2024
"Castro, Willi",650489,413,13.6,38.7,112.3,87.4,98.9,91.2,84.0,432,175,399.0,152,36.8,29,7.0,4.6,2024
"Rodríguez, Julio",677594,413,10.5,33.2,114.5,91.7,103.6,95.9,88.9,448,159,406.0,200,48.4,42,10.2,6.9,2024
"Chisholm Jr., Jazz",665862,412,11.4,29.4,110.1,89.7,100.1,94.4,87.5,440,152,401.0,169,41.1,40,9.7,6.4,2024
"Chourio, Jackson",694192,410,7.6,33.2,111.6,89.7,100.8,93.6,86.5,449,153,399.0,184,44.9,32,7.8,5.6,2024
"Ruiz, Keibert",660688,410,19.8,32.2,107.9,85.4,95.5,87.7,84.8,418,174,393.0,105,25.6,13,3.2,2.7,2024
"García, Adolis",666969,409,15.0,33.7,116.1,91.0,101.8,95.5,87.5,428,178,391.0,197,48.2,51,12.5,8.0,2024
"Keith, Colt",690993,408,11.3,34.6,109.4,87.8,98.5,91.0,85.2,426,162,395.0,144,35.3,23,5.6,4.1,2024
"Turner, Trea",607208,408,11.5,30.9,110.6,89.1,99.7,93.2,86.2,459,161,405.0,166,40.7,28,6.9,5.2,2024
"Smith, Josh",669701,407,15.4,33.7,108.0,87.8,98.3,91.7,84.5,410,167,378.0,151,37.1,15,3.7,2.5,2024
"Marte, Ketel",606466,407,9.4,33.7,117.0,94.0,104.0,96.7,93.5,461,166,410.0,219,53.8,50,12.3,8.6,2024
"Neto, Zach",687263,407,12.3,29.0,111.3,88.5,100.1,94.2,83.9,428,163,398.0,158,38.8,34,8.4,5.6,2024
"Suárez, Eugenio",553993,406,19.5,40.4,111.4,89.1,100.6,93.3,84.0,452,197,398.0,172,42.4,46,11.3,7.2,2024
"De La Cruz, Elly",682829,403,9.7,35.5,114.7,91.8,103.0,95.9,88.4,455,164,408.0,184,45.7,51,12.7,7.3,2024
"Happ, Ian",664023,403,15.1,37.0,114.0,90.8,101.6,94.6,88.5,442,182,397.0,182,45.2,47,11.7,7.2,2024
"Hernández, Teoscar",606192,402,10.3,33.8,114.1,90.6,102.7,96.7,85.5,445,169,400.0,188,46.8,60,14.9,9.2,2024
"Vierling, Matt",663837,402,11.7,34.1,111.2,89.8,100.2,93.0,88.3,426,161,385.0,163,40.9,30,7.5,5.3,2024
"Doyle, Brenton",686668,401,13.2,36.9,110.1,89.2,101.0,93.5,84.1,445,179,411.0,166,41.4,42,10.5,7.0,2024
"Frelick, Sal",686217,400,9.7,29.5,106.6,83.4,94.4,86.1,82.9,400,134,373.0,78,19.5,3,0.8,0.6,2024
"Rafaela, Ceddanne",678882,398,14.9,34.9,108.2,86.6,98.2,91.5,83.0,420,157,392.0,147,36.9,30,7.5,5.3,2024
"Betts, Mookie",605141,397,21.4,39.3,109.4,89.9,98.5,92.1,87.6,421,205,391.0,157,39.5,24,6.0,4.7,2024
"Clement, Ernie",676391,397,16.3,34.3,109.4,85.5,95.7,90.2,81.8,415,168,393.0,99,24.9,15,3.8,3.3,2024
"Swanson, Dansby",621020,393,10.4,32.6,109.8,89.4,100.2,94.9,85.1,425,153,389.0,168,42.7,36,9.2,6.1,2024
"Kiner-Falefa, Isiah",643396,392,9.1,31.6,107.9,86.1,96.7,89.7,84.5,406,147,382.0,116,29.7,9,2.3,1.8,2024
"Judge, Aaron",592450,390,19.0,40.8,117.5,96.2,107.2,99.9,89.6,477,219,409.0,238,61.0,105,26.9,14.9,2024
"Burger, Jake",669394,389,13.0,32.4,115.5,91.3,103.6,96.0,88.7,441,170,405.0,182,46.8,48,12.3,8.3,2024
"Langford, Wyatt",694671,387,16.6,31.3,111.9,89.6,101.2,92.9,87.9,415,170,395.0,168,43.4,36,9.3,6.5,2024
"McMahon, Ryan",641857,386,10.0,36.5,113.0,92.1,102.6,95.5,89.0,462,167,407.0,192,49.7,42,10.9,6.5,2024
"Arozarena, Randy",668227,384,13.2,28.4,112.1,90.4,100.9,94.6,87.8,445,158,399.0,167,43.5,32,8.3,4.9,2024
"Devers, Rafael",646240,384,11.6,35.2,114.7,93.2,104.6,96.9,90.6,467,171,405.0,202,52.6,50,13.0,8.3,2024
"Benintendi, Andrew",643217,384,16.1,36.5,109.5,88.0,97.2,92.0,83.8,415,180,382.0,132,34.4,24,6.3,4.6,2024
"Schwarber, Kyle",656941,384,15.0,31.8,115.6,93.6,105.2,98.2,90.2,447,175,408.0,213,55.5,60,15.6,8.7,2024
"Morel, Christopher",666624,381,14.2,27.6,111.4,89.2,101.2,94.6,87.1,446,153,404.0,154,40.4,39,10.2,6.4,2024
"Seager, Corey",608369,381,13.5,38.6,113.3,92.1,103.3,95.9,87.9,457,190,392.0,193,50.7,58,15.2,10.9,2024
"Smith, Will",669257,379,18.7,38.3,109.1,89.4,99.3,92.8,83.5,451,202,396.0,159,42.0,41,10.8,7.5,2024
"O'Hearn, Ryan",656811,377,12.0,35.0,108.8,89.6,99.7,93.3,86.7,435,171,392.0,151,40.1,26,6.9,5.3,2024
"Young, Jacob",696285,377,4.0,27.6,106.7,85.8,96.9,89.6,84.4,403,123,397.0,109,28.9,6,1.6,1.2,2024
"Raleigh, Cal",663728,376,21.2,35.6,113.9,91.0,102.0,95.3,86.1,445,195,397.0,181,48.1,58,15.4,9.2,2024
"Taveras, Leody",665750,375,14.7,31.5,110.1,89.0,99.2,91.3,88.3,437,168,398.0,133,35.5,22,5.9,4.2,2024
"Rooker, Brent",667670,373,18.9,38.3,113.4,91.9,103.3,96.9,87.2,452,202,413.0,185,49.6,62,16.6,10.1,2024
"McCarthy, Jake",664983,372,9.1,30.4,106.6,84.5,95.6,89.1,81.3,420,134,390.0,91,24.5,10,2.7,2.0,2024
"Turner, Justin",457759,372,17.8,40.1,106.8,87.1,96.7,90.1,84.3,425,187,389.0,121,32.5,17,4.6,3.2,2024
"Rodgers, Brendan",663898,372,4.9,32.8,111.1,89.3,101.2,92.6,87.7,439,139,414.0,164,44.1,21,5.6,3.9,2024
"Heim, Jonah",641680,371,14.5,29.9,109.8,88.5,98.5,92.1,86.4,411,162,386.0,135,36.4,22,5.9,4.5,2024
"France, Ty",664034,370,12.9,30.5,111.1,88.7,99.7,93.8,86.0,427,161,399.0,148,40.0,27,7.3,5.0,2024
"Urshela, Gio",570482,365,10.5,38.6,109.0,86.4,96.7,90.4,83.2,416,155,386.0,103,28.4,18,4.9,3.9,2024
"Lowe, Nathaniel",663993,365,7.7,32.6,111.8,88.9,100.4,92.7,86.0,441,151,394.0,146,40.0,21,5.8,3.7,2024
"Mountcastle, Ryan",663624,365,10.4,36.2,113.5,90.8,102.1,93.7,88.8,443,167,398.0,165,45.2,32,8.8,6.3,2024
"Cruz, Oneil",665833,364,9.8,32.1,121.5,95.5,107.2,98.5,94.4,472,160,422.0,200,54.9,57,15.7,9.5,2024
"Blackmon, Charlie",453568,364,16.3,34.1,107.6,84.8,96.1,89.6,81.3,452,169,409.0,99,27.2,19,5.2,3.8,2024
"McNeil, Jeff",643446,360,14.9,32.2,107.7,87.0,96.9,89.3,85.9,402,167,378.0,112,31.1,11,3.1,2.3,2024
"Greene, Riley",682985,358,12.2,39.1,114.0,91.3,102.1,95.3,86.7,427,177,391.0,168,47.1,48,13.4,8.2,2024
"Soler, Jorge",624585,356,17.9,33.4,115.4,90.5,101.9,94.6,87.6,478,180,418.0,157,44.1,45,12.6,7.8,2024
"Suzuki, Seiya",673548,356,16.2,38.8,115.5,91.7,102.6,94.2,89.6,459,198,407.0,175,49.2,41,11.5,7.0,2024
"Dubón, Mauricio",643289,355,14.6,30.4,108.3,86.1,96.0,88.6,86.2,401,153,379.0,94,26.5,10,2.8,2.3,2024
"Bogaerts, Xander",593428,355,10.9,32.1,111.3,88.1,98.1,91.1,86.2,447,153,399.0,118,33.2,18,5.1,3.9,2024
"Walker, Christian",572233,354,16.6,35.0,113.9,91.2,103.1,95.5,88.3,464,189,407.0,170,48.0,47,13.3,8.5,2024
"Sánchez, Jesús",660821,352,7.7,31.8,117.2,92.5,104.6,97.1,89.5,480,151,419.0,180,51.3,43,12.2,8.0,2024
"Meyers, Jake",676694,351,14.4,34.8,110.0,88.2,99.3,91.9,85.2,415,165,375.0,130,37.0,24,6.8,4.7,2024
"Mullins, Cedric",656775,350,21.5,31.4,106.4,87.1,97.8,90.7,86.0,430,172,384.0,117,33.4,17,4.9,3.4,2024
"Harris II, Michael",671739,349,7.5,33.5,114.7,90.5,103.3,95.3,88.3,426,150,406.0,164,47.0,35,10.0,7.4,2024
"Sheets, Gavin",657757,348,13.5,41.1,110.0,87.8,98.9,90.9,86.0,410,173,387.0,123,35.3,20,5.7,4.0,2024
"Ortiz, Joey",687401,346,9.9,26.3,111.5,87.8,99.4,91.4,87.2,425,146,395.0,133,38.4,16,4.6,3.1,2024
"Ramos, Heliot",671218,344,10.4,34.3,111.8,91.5,102.6,96.1,87.2,448,169,410.0,163,47.5,50,14.5,9.7,2024
"Langeliers, Shea",669127,343,16.3,35.3,113.7,91.3,102.1,95.4,88.3,454,178,404.0,151,44.0,44,12.8,8.2,2024
"Stephenson, Tyler",663886,342,10.9,33.0,111.0,90.2,100.3,95.1,86.0,436,163,394.0,150,43.9,31,9.1,6.0,2024
"Thomas, Lane",657041,340,17.0,31.5,111.0,88.8,100.4,92.9,86.0,429,165,397.0,138,40.6,25,7.4,4.7,2024
"Miranda, Jose",669304,339,15.5,33.9,110.7,88.9,99.4,92.3,87.4,437,173,405.0,132,38.9,20,5.9,4.7,2024
"Busch, Michael",683737,338,17.2,36.4,109.3,89.9,100.0,95.4,83.6,468,177,404.0,135,39.9,38,11.2,6.7,2024
"Albies, Ozzie",645277,338,18.4,33.4,113.7,88.4,97.1,91.5,87.0,431,170,395.0,108,32.0,21,6.2,4.8,2024
"Lopez, Nicky",670032,337,5.6,30.0,106.5,85.0,94.1,89.1,83.3,397,124,383.0,57,16.9,5,1.5,1.1,2024
"Wong, Connor",657136,336,12.9,30.4,109.1,86.5,98.7,90.8,83.3,420,153,388.0,116,34.5,21,6.3,4.3,2024
"Pham, Tommy",502054,335,11.0,32.2,112.9,90.4,101.1,94.0,88.3,441,158,399.0,143,42.7,24,7.2,5.0,2024
"Kim, Ha-Seong",673490,333,15.1,36.6,107.9,87.9,98.6,92.1,87.0,405,165,388.0,118,35.4,16,4.8,3.4,2024
"Lopez, Otto",672640,332,5.4,30.4,108.8,88.0,99.5,93.1,84.6,427,133,404.0,129,38.9,17,5.1,3.9,2024
"Lux, Gavin",666158,331,9.1,35.0,108.7,88.3,99.0,92.3,86.0,413,153,385.0,136,41.1,20,6.0,4.1,2024
"Cowser, Colton",681297,330,13.0,31.8,113.6,90.5,101.8,95.6,84.7,443,179,409.0,152,46.1,45,13.6,8.0,2024
"Winker, Jesse",608385,329,14.0,30.1,109.2,88.6,98.9,92.8,86.6,429,148,402.0,123,37.4,25,7.6,4.9,2024
"Yoshida, Masataka",807799,328,10.5,36.3,111.1,88.0,99.1,91.3,85.9,425,163,394.0,123,37.5,18,5.5,4.3,2024
"O'Hoppe, Logan",681351,326,15.3,42.9,111.6,90.4,101.2,95.4,84.5,467,183,410.0,151,46.3,39,12.0,7.5,2024
"Jeffers, Ryan",680777,325,16.2,31.7,113.9,86.9,99.0,92.2,83.5,416,171,388.0,110,33.8,27,8.3,5.8,2024
"Varsho, Daulton",662139,324,24.4,29.6,110.2,86.1,98.5,91.6,83.9,427,175,391.0,110,34.0,20,6.2,3.9,2024
"Conforto, Michael",624424,323,14.8,33.7,113.6,90.2,102.0,95.4,86.3,440,168,399.0,148,46.0,38,11.8,7.8,2024
"Westburg, Jordan",676059,321,13.1,37.4,111.2,91.1,101.8,94.8,88.2,433,177,397.0,148,46.1,38,11.8,8.5,2024
"Gelof, Zack",680869,317,14.2,34.4,109.1,89.2,99.0,93.1,85.5,436,163,406.0,118,37.2,28,8.8,5.1,2024
"McCutchen, Andrew",457705,317,14.3,31.9,109.8,88.5,99.4,93.9,84.1,448,174,400.0,117,36.9,38,12.0,7.4,2024
"Rojas, Josh",668942,317,15.5,35.6,108.4,88.2,97.9,93.1,83.5,408,179,388.0,121,38.2,18,5.7,3.8,2024
"Candelario, Jeimer",600869,316,12.4,33.9,108.2,86.9,97.9,92.3,81.8,423,170,385.0,109,34.5,26,8.2,5.6,2024
"Caballero, José",676609,314,15.9,33.4,109.9,83.7,96.2,89.4,78.1,423,154,395.0,79,25.2,16,5.1,3.3,2024
"Bader, Harrison",664056,313,11.9,33.9,111.7,87.2,98.7,92.1,84.4,431,156,404.0,111,35.5,20,6.4,4.6,2024
"Espinal, Santiago",669289,311,15.0,35.0,105.9,85.9,95.0,88.5,84.7,420,162,385.0,75,24.1,6,1.9,1.5,2024
"Riley, Austin",663586,309,15.9,37.2,114.7,93.3,103.8,96.6,89.6,449,194,414.0,165,53.4,46,14.9,9.8,2024
"Bailey, Patrick",672275,309,12.1,37.9,110.1,91.3,100.7,93.5,89.5,433,171,411.0,132,43.0,17,5.5,3.8,2024
"Butler, Lawrence",671732,308,11.3,35.1,113.1,91.1,101.8,94.6,88.0,457,177,405.0,146,47.4,34,11.0,7.5,2024
"Hoskins, Rhys",656555,306,20.8,29.7,109.6,88.7,99.7,94.4,82.6,423,189,395.0,129,42.2,39,12.7,7.5,2024
"Isbel, Kyle",664728,306,9.0,24.8,109.6,88.1,99.4,91.7,87.2,412,137,397.0,111,36.3,12,3.9,2.8,2024
"Yastrzemski, Mike",573262,306,19.1,33.0,108.2,90.4,99.6,94.0,85.8,422,181,380.0,125,41.0,32,10.5,6.8,2024
"Tatis Jr., Fernando",665487,303,10.0,33.7,116.7,93.5,104.4,97.6,89.7,448,166,410.0,169,55.8,44,14.5,10.0,2024
"Canha, Mark",592192,302,9.6,31.5,107.0,88.4,98.2,92.8,86.7,414,147,390.0,113,37.4,10,3.3,2.2,2024
"Renfroe, Hunter",592669,302,16.7,27.8,112.0,88.5,100.3,92.3,86.2,434,164,398.0,119,39.4,20,6.6,4.7,2024
"Pérez, Wenceel",672761,300,18.0,37.7,109.1,88.4,97.3,91.1,86.6,411,174,385.0,91,30.6,13,4.3,3.1,2024
"Rocchio, Brayan",677587,300,9.4,35.3,108.1,84.6,95.7,88.5,82.5,400,149,383.0,67,22.3,12,4.0,2.7,2024
"Tellez, Rowdy",642133,299,17.0,32.4,115.5,89.4,100.6,92.6,88.6,447,171,409.0,109,36.5,24,8.0,5.7,2024
