"last_name, first_name",player_id,attempts,avg_hit_angle,anglesweetspotpercent,max_hit_speed,avg_hit_speed,ev50,fbld,gb,max_distance,avg_distance,avg_hr_distance,ev95plus,ev95percent,barrels,brl_percent,brl_pa,year
"Hampson, Garrett",641658,340,13.0,33.5,107.0,87.0,97.2,91.6,81.5,456,174,403.0,106,31.2,17,5.0,3.4,2021
"Smith, Dominic",642086,340,14.9,40.6,109.5,89.0,99.2,92.6,85.6,435,179,400.0,138,40.6,22,6.5,4.5,2021
"Suárez, Eugenio",553993,339,18.3,33.0,111.9,89.1,100.3,93.9,84.7,452,190,406.0,135,39.8,51,15.0,8.9,2021
"Dozier, Hunter",641531,339,15.8,33.0,113.0,89.9,100.9,94.1,87.3,434,182,406.0,143,42.2,30,8.8,5.5,2021
"Flores, Wilmer",527038,336,18.0,32.7,109.7,88.6,97.9,92.7,84.9,429,179,393.0,119,35.4,20,6.0,4.6,2021
"Chapman, Matt",656305,336,18.6,32.1,113.3,89.7,101.1,94.0,86.0,431,187,409.0,140,41.7,46,13.7,7.4,2021
"Kepler, Max",596146,334,16.3,35.3,110.8,89.8,100.9,93.0,88.6,422,180,395.0,142,42.5,36,10.8,7.3,2021
"Ahmed, Nick",605113,333,10.1,27.6,109.5,87.2,96.7,90.5,85.8,419,145,399.0,93,27.9,8,2.4,1.7,2021
"García, Leury",544725,332,4.3,29.8,109.6,86.1,97.4,90.2,83.5,430,129,406.0,108,32.5,11,3.3,2.3,2021
"Tatis Jr., Fernando",665487,329,13.8,33.1,116.6,93.9,105.7,99.9,87.9,477,184,416.0,183,55.6,70,21.3,12.8,2021
"McNeil, Jeff",643446,329,12.0,30.4,108.3,88.1,97.7,91.6,87.2,417,154,403.0,110,33.4,14,4.3,3.3,2021
"Votto, Joey",458015,325,18.2,44.3,114.1,92.9,102.5,96.9,86.1,466,207,403.0,173,53.2,56,17.2,10.5,2021
"Rosario, Eddie",592696,324,15.5,34.3,108.4,88.5,98.1,93.1,84.0,423,173,392.0,116,35.8,19,5.9,4.6,2021
"Smith, Will",669257,324,19.4,38.0,108.6,90.1,99.8,93.8,84.5,444,205,396.0,142,43.8,35,10.8,7.0,2021
"Villar, Jonathan",542340,324,7.0,29.9,114.9,88.0,99.8,93.2,84.7,437,148,404.0,113,34.9,24,7.4,4.8,2021
"Chisholm Jr., Jazz",665862,324,9.0,28.7,112.1,90.2,100.8,94.7,87.0,446,152,410.0,136,42.0,29,9.0,5.7,2021
"Vaughn, Andrew",683734,321,9.7,33.6,115.0,91.1,101.7,94.5,88.2,447,169,408.0,151,47.3,35,10.9,7.5,2021
"Báez, Javier",595879,321,10.6,32.4,116.7,90.1,102.1,95.8,86.6,455,156,403.0,145,45.2,43,13.4,7.9,2021
"O'Neill, Tyler",641933,318,17.8,39.9,113.1,93.0,104.2,98.2,86.3,463,192,414.0,166,52.2,57,17.9,10.6,2021
"Pederson, Joc",592626,317,14.1,31.2,113.6,91.0,102.0,96.3,86.4,435,174,408.0,151,47.6,32,10.1,6.7,2021
"Narváez, Omar",553882,313,17.9,40.3,107.9,84.6,95.2,89.3,78.8,415,182,395.0,80,25.6,16,5.1,3.6,2021
"Franco, Maikel",596748,313,9.1,28.1,113.9,88.2,99.5,92.6,86.3,434,139,402.0,106,33.9,16,5.1,4.0,2021
"Happ, Ian",664023,312,9.9,30.8,112.1,89.5,100.7,93.8,85.6,451,159,402.0,129,41.3,34,10.9,6.4,2021
"Urshela, Gio",570482,312,7.5,36.2,110.4,88.9,99.8,93.2,85.4,453,157,400.0,131,42.0,25,8.0,5.7,2021
"Santander, Anthony",623993,310,18.0,34.5,112.8,90.7,101.4,94.2,90.0,443,180,406.0,135,43.5,26,8.4,5.9,2021
"Posey, Buster",457763,310,8.7,38.4,109.2,88.5,98.7,93.8,83.4,428,160,387.0,122,39.4,25,8.1,5.5,2021
"Castro, Willi",650489,310,11.4,34.2,115.4,85.6,98.1,88.8,85.5,424,145,390.0,91,29.4,16,5.2,3.6,2021
"Gregorius, Didi",544369,308,18.3,32.1,107.6,86.1,96.3,88.8,85.8,438,166,389.0,82,26.6,7,2.3,1.7,2021
"Naquin, Tyler",571980,308,9.6,31.2,113.5,89.8,101.6,93.3,87.6,459,154,410.0,128,41.6,32,10.4,7.0,2021
"Pollock, AJ",572041,306,12.0,35.0,111.2,90.3,101.2,95.5,84.8,430,176,405.0,145,47.4,34,11.1,8.1,2021
"Myers, Wil",571976,305,10.6,31.5,107.8,88.0,99.2,92.6,83.3,434,157,394.0,116,38.0,23,7.5,4.6,2021
"Rodgers, Brendan",663898,305,6.3,30.5,111.8,88.8,100.4,92.8,86.1,451,152,408.0,123,40.3,19,6.2,4.6,2021
"Conforto, Michael",624424,304,13.2,32.9,111.3,88.5,99.6,93.5,84.4,469,166,408.0,120,39.5,28,9.2,5.8,2021
"Bregman, Alex",608324,299,15.9,33.8,107.5,89.0,98.7,92.0,87.6,418,171,383.0,114,38.1,19,6.4,4.8,2021
"Gardner, Brett",458731,298,12.5,28.9,108.6,86.7,97.8,92.1,84.5,408,147,378.0,98,33.2,10,3.4,2.2,2021
"Walker, Christian",572233,297,15.6,34.0,111.1,88.8,100.3,92.4,86.7,440,177,404.0,122,41.1,19,6.4,4.3,2021
"Baddoo, Akil",668731,294,13.8,37.4,111.8,86.0,97.3,91.1,80.9,450,173,385.0,95,32.3,26,8.8,5.6,2021
"Stallings, Jacob",607732,291,10.7,37.1,106.2,88.1,98.1,91.1,85.5,409,164,393.0,106,36.4,13,4.5,3.0,2021
"Profar, Jurickson",595777,291,14.0,30.6,107.6,85.3,96.6,89.5,84.0,431,145,384.0,88,30.2,8,2.7,1.9,2021
"Seager, Corey",608369,290,10.7,36.6,115.3,91.0,102.1,97.3,85.7,464,172,404.0,143,49.3,36,12.4,8.8,2021
"Yelich, Christian",592885,289,2.8,29.4,114.9,91.0,102.9,96.1,87.5,454,137,409.0,141,48.8,22,7.6,4.6,2021
"Kemp, Tony",643393,288,18.4,38.5,100.6,86.7,94.5,89.8,82.8,387,178,359.0,63,21.9,3,1.0,0.8,2021
"Sanó, Miguel",593934,288,17.6,32.3,117.1,93.4,105.5,99.4,87.3,495,185,415.0,161,55.9,51,17.7,9.6,2021
"Ramírez, Harold",623912,286,6.2,24.5,114.8,91.3,102.9,95.1,90.4,428,137,393.0,135,47.2,18,6.3,5.0,2021
"Gallo, Joey",608336,286,22.7,29.0,115.1,91.5,103.5,98.0,84.7,462,190,408.0,130,45.8,53,18.5,8.6,2021
"Bader, Harrison",664056,284,13.3,27.1,111.5,86.2,98.2,91.3,82.7,453,161,405.0,90,31.7,20,7.0,5.0,2021
"Galvis, Freddy",520471,284,14.1,34.9,109.3,86.8,97.4,90.9,84.3,416,165,383.0,90,31.7,14,4.9,3.6,2021
"Torreyes, Ronald",591720,283,12.2,30.0,106.9,82.2,92.1,85.7,79.9,401,140,375.0,40,14.1,1,0.4,0.3,2021
"Hoskins, Rhys",656555,283,21.7,36.7,112.2,91.2,101.8,95.8,85.3,441,204,407.0,131,46.3,48,17.0,10.8,2021
"Toro, Abraham",647351,283,13.7,29.7,109.0,86.8,97.9,90.1,84.1,430,172,382.0,96,33.9,21,7.4,5.6,2021
"Murphy, Sean",669221,282,15.4,31.9,112.8,89.2,100.7,93.5,87.0,454,172,411.0,120,42.6,32,11.3,7.1,2021
"Marte, Ketel",606466,281,10.3,33.5,116.0,91.1,102.7,95.1,90.0,457,162,410.0,136,48.4,25,8.9,6.7,2021
"Stephenson, Tyler",663886,280,7.4,36.1,106.6,88.4,98.5,93.1,85.0,420,150,391.0,107,38.2,15,5.4,3.7,2021
"Contreras, Willson",575929,279,9.6,30.1,115.4,91.8,103.7,96.0,89.6,464,155,410.0,135,48.4,31,11.1,6.4,2021
"Díaz, Elias",553869,279,14.7,30.1,109.5,87.1,99.8,91.4,85.3,451,168,404.0,105,37.6,22,7.9,5.9,2021
"Hayes, Ke'Bryan",663647,277,2.6,27.4,111.0,90.2,101.4,93.5,88.4,424,135,394.0,127,45.8,14,5.1,3.5,2021
"Severino, Pedro",600474,275,15.2,33.5,114.6,88.2,101.0,93.8,85.5,442,160,407.0,106,38.5,21,7.6,5.0,2021
"Schwarber, Kyle",656941,274,15.4,36.9,116.6,92.3,103.9,97.3,86.5,463,186,414.0,143,52.2,48,17.5,10.2,2021
"Bohm, Alec",664761,273,5.6,33.3,111.6,92.0,102.0,93.6,91.5,436,145,387.0,135,49.5,18,6.6,4.3,2021
"Gomes, Yan",543228,272,14.1,39.3,107.7,89.6,98.9,94.2,86.0,429,179,397.0,104,38.2,24,8.8,6.4,2021
"Reyes, Franmil",614177,272,9.8,31.3,114.9,91.9,104.7,97.9,87.8,452,165,414.0,132,48.5,46,16.9,9.9,2021
"Dickerson, Corey",572816,269,10.1,29.0,109.8,87.8,99.3,93.0,85.4,432,141,398.0,96,35.7,8,3.0,2.2,2021
"Escobar, Alcides",444876,267,11.1,36.3,105.7,81.7,93.7,85.9,77.8,410,145,400.0,56,21.0,8,3.0,2.3,2021
"Gosselin, Phil",594838,265,11.5,30.2,110.0,87.6,98.4,90.5,85.8,430,158,396.0,93,35.1,9,3.4,2.4,2021
"McCann, James",543510,263,9.3,32.3,112.5,87.3,99.6,92.3,84.3,417,147,387.0,107,40.7,16,6.1,3.9,2021
"Dalbec, Bobby",666915,262,17.3,36.3,115.6,92.4,103.5,97.0,86.6,453,195,403.0,126,48.1,53,20.2,11.7,2021
"Sánchez, Gary",596142,262,20.5,34.4,113.4,89.5,101.4,95.1,83.8,446,180,406.0,110,42.0,36,13.7,8.2,2021
"Bradley Jr., Jackie",598265,258,9.6,27.9,108.4,89.7,98.9,93.5,87.6,415,144,404.0,104,40.3,13,5.0,3.0,2021
"Castro, Starlin",516770,257,9.2,33.9,111.2,88.4,99.9,93.1,85.8,433,148,413.0,103,40.1,14,5.4,4.0,2021
"Heyward, Jason",518792,255,7.5,27.5,115.3,88.2,100.6,93.3,87.1,428,137,405.0,108,42.4,12,4.7,3.4,2021
"DeJong, Paul",657557,255,16.4,33.3,109.5,86.3,98.6,93.5,79.0,431,182,400.0,90,35.3,27,10.6,6.7,2021
"Solano, Donovan",456781,254,11.0,39.8,108.1,88.3,98.2,92.0,84.1,410,175,390.0,93,36.6,19,7.5,5.5,2021
"Lux, Gavin",666158,254,11.3,34.6,109.7,89.8,99.9,92.6,88.7,421,154,399.0,102,40.2,10,3.9,2.6,2021
"Wade Jr., LaMonte",664774,254,19.8,37.8,109.3,90.1,99.9,92.7,88.4,430,189,396.0,106,41.7,27,10.6,7.1,2021
"Kiermaier, Kevin",595281,253,1.1,29.6,107.9,86.6,98.0,91.3,84.5,406,130,376.0,92,36.4,10,4.0,2.6,2021
"Barnhart, Tucker",571466,251,15.5,37.1,106.7,87.1,96.4,91.0,83.4,412,172,392.0,78,31.1,10,4.0,2.6,2021
"Torrens, Luis",620443,250,6.1,34.4,109.2,90.9,100.3,95.0,87.9,432,153,391.0,108,43.2,26,10.4,6.9,2021
"Nimmo, Brandon",607043,248,8.8,34.3,111.5,89.3,100.1,91.4,88.8,423,149,397.0,102,41.1,10,4.0,2.6,2021
"Maldonado, Martín",455117,247,17.6,30.8,108.2,88.0,97.3,91.6,83.1,401,178,378.0,82,33.2,14,5.7,3.3,2021
"Pillar, Kevin",607680,245,20.2,34.7,110.5,85.8,97.3,91.3,83.1,418,180,393.0,78,31.8,18,7.3,5.2,2021
"Laureano, Ramón",657656,244,11.9,37.7,112.1,87.9,100.5,94.0,82.7,432,167,407.0,98,40.2,26,10.7,6.9,2021
"Gamel, Ben",592325,241,16.7,41.5,108.5,89.0,98.8,92.6,84.0,423,193,396.0,88,36.5,19,7.9,4.8,2021
"Polanco, Gregory",570256,240,15.9,32.5,116.2,89.9,102.6,95.8,86.1,428,177,408.0,116,48.3,23,9.6,6.0,2021
"Kelly, Carson",608348,235,18.6,37.9,109.2,88.2,98.1,92.2,84.1,438,191,396.0,80,34.0,20,8.5,5.6,2021
"Caratini, Victor",605170,235,8.4,31.5,112.5,90.0,101.4,92.1,89.5,440,151,388.0,104,44.3,16,6.8,4.5,2021
"Robles, Victor",645302,235,19.9,30.2,108.3,84.1,96.9,90.6,78.8,424,154,412.0,64,27.2,6,2.6,1.6,2021
"Moran, Colin",592567,234,7.2,34.2,110.2,89.1,99.6,93.5,85.6,432,148,392.0,87,37.2,19,8.1,5.3,2021
"Haase, Eric",606992,234,16.0,35.9,113.2,90.9,102.2,95.7,86.9,442,183,407.0,112,47.9,32,13.7,8.4,2021
"Cabrera, Asdrúbal",452678,233,14.5,30.0,106.6,87.8,97.1,92.7,84.1,409,165,392.0,72,30.9,14,6.0,4.0,2021
"Kelenic, Jarred",672284,232,14.4,32.8,110.9,87.5,99.2,92.7,83.8,435,171,402.0,91,39.2,23,9.9,6.1,2021
"Heredia, Guillermo",628338,225,12.7,35.6,109.7,86.6,98.1,92.1,82.1,433,162,402.0,78,34.7,9,4.0,2.6,2021
"Bellinger, Cody",641355,224,22.2,33.5,107.4,89.3,98.2,92.2,85.4,422,186,383.0,77,34.4,16,7.1,4.6,2021
"Odor, Rougned",596059,223,19.6,29.1,112.1,89.1,100.0,94.3,84.2,443,166,398.0,84,38.0,20,9.0,5.5,2021
"Belt, Brandon",474832,223,23.0,35.0,109.9,89.2,101.2,94.2,79.3,452,207,399.0,100,44.8,38,17.0,10.0,2021
"Moore, Dylan",664238,222,20.4,33.3,110.3,86.5,98.1,90.5,84.3,427,179,402.0,74,33.3,19,8.6,5.0,2021
"Springer, George",543807,221,19.0,37.1,116.4,89.4,101.6,95.4,84.5,470,190,403.0,92,41.6,34,15.4,9.9,2021
"Miller, Brad",543543,219,12.9,31.1,113.9,92.4,103.1,96.0,90.0,443,164,401.0,105,47.9,27,12.3,7.2,2021
"Acuña Jr., Ronald",660670,217,18.2,39.6,117.9,93.8,105.9,97.9,88.4,481,200,416.0,119,54.8,44,20.3,12.2,2021
"Upton, Justin",457708,214,15.2,30.4,116.5,90.1,101.7,93.9,87.6,436,172,401.0,89,41.6,25,11.7,6.9,2021
"Grandal, Yasmani",518735,203,14.2,32.5,112.0,93.1,103.7,98.3,89.2,457,177,404.0,108,53.2,27,13.3,7.2,2021
"Zunino, Mike",572287,202,23.2,31.7,117.3,90.7,103.9,100.0,81.4,472,195,403.0,95,47.0,49,24.3,13.1,2021
"Wisdom, Patrick",621550,185,19.1,39.5,114.2,91.2,103.0,96.2,83.8,453,204,410.0,96,51.9,30,16.2,8.0,2021
"Zimmer, Bradley",605548,181,6.8,29.3,113.9,90.7,102.5,95.2,87.4,471,152,438.0,77,42.5,17,9.4,4.9,2021
"Semien, Marcus",543760,547,19.9,32.4,110.1,87.3,97.8,91.3,84.2,430,186,394.0,191,34.9,37,6.8,5.1,2022
"Rosario, Amed",642708,530,5.0,31.1,110.8,88.4,99.7,92.1,86.9,450,138,407.0,203,38.3,24,4.5,3.6,2022
"Ramírez, José",608070,528,20.7,33.7,114.2,87.7,98.9,91.2,86.9,422,179,392.0,195,36.9,35,6.6,5.1,2022
"Turner, Trea",607208,527,10.2,35.3,112.5,88.9,100.2,92.1,86.3,439,163,402.0,219,41.6,40,7.6,5.6,2022
"Guerrero Jr., Vladimir",665489,526,4.3,27.9,118.4,92.8,105.5,98.2,90.3,467,144,407.0,265,50.4,59,11.2,8.4,2022
"Freeman, Freddie",518692,517,13.6,42.9,112.3,91.3,100.8,94.5,87.5,446,185,407.0,247,47.8,51,9.9,7.2,2022
"Verdugo, Alex",657077,513,8.4,37.8,111.0,89.1,99.1,93.1,85.9,447,162,399.0,196,38.2,31,6.0,4.8,2022
"Kwan, Steven",680757,509,11.8,34.6,107.1,85.1,94.2,87.4,83.9,400,155,381.0,106,20.8,7,1.4,1.1,2022
"Arraez, Luis",650333,507,12.9,38.7,107.3,88.9,96.2,90.8,87.5,403,169,381.0,153,30.2,18,3.6,3.0,2022
"Lindor, Francisco",596019,504,13.8,29.2,110.7,89.3,99.7,93.5,86.7,440,163,394.0,208,41.3,42,8.3,5.9,2022
"Bichette, Bo",666182,499,8.5,33.3,112.4,91.9,102.7,95.2,89.9,427,156,388.0,251,50.3,48,9.6,6.9,2022
"Abreu, José",547989,495,8.0,34.5,113.0,92.2,103.0,95.0,90.3,451,159,406.0,256,51.8,47,9.5,6.9,2022
"Seager, Corey",608369,495,13.6,38.4,111.3,91.1,101.6,94.6,86.7,435,185,404.0,225,45.5,52,10.5,7.8,2022
"Arenado, Nolan",571448,489,21.7,35.4,111.4,88.8,99.6,93.0,85.4,428,186,387.0,190,38.9,40,8.2,6.5,2022
"Mullins, Cedric",656775,488,17.4,29.1,109.4,88.8,98.9,91.3,89.5,433,164,389.0,182,37.3,24,4.9,3.6,2022
"Bohm, Alec",664761,486,10.4,37.7,110.8,90.2,100.6,92.4,89.6,431,156,393.0,209,43.0,33,6.8,5.2,2022
"Bregman, Alex",608324,481,19.5,36.2,109.2,88.9,98.4,92.6,85.5,412,186,380.0,182,37.8,35,7.3,5.3,2022
"Profar, Jurickson",595777,478,12.9,34.5,109.4,87.5,97.9,90.2,85.8,418,156,381.0,164,34.3,19,4.0,2.9,2022
"Frazier, Adam",624428,478,13.6,37.4,105.1,85.1,95.0,88.9,82.5,403,159,344.0,117,24.5,7,1.5,1.2,2022
"Alonso, Pete",624413,478,18.2,34.5,116.5,89.8,102.8,94.4,87.4,451,180,404.0,214,44.8,59,12.3,8.6,2022
"McNeil, Jeff",643446,477,12.8,39.0,110.0,86.9,96.3,89.9,85.6,410,166,394.0,144,30.2,13,2.7,2.2,2022
"Gurriel, Yuli",493329,475,14.6,30.3,109.6,88.2,98.3,90.5,89.2,401,161,377.0,169,35.6,9,1.9,1.5,2022
"Betts, Mookie",605141,472,18.6,36.2,109.0,90.5,100.0,94.7,85.5,421,199,394.0,212,44.9,46,9.7,7.2,2022
"Nimmo, Brandon",607043,470,6.1,28.1,111.9,89.4,100.3,92.1,88.8,434,142,402.0,187,39.8,33,7.0,4.9,2022
"Edman, Tommy",669242,468,8.7,31.4,112.8,88.6,98.9,92.7,87.4,427,147,393.0,177,37.8,29,6.2,4.6,2022
"Cronenworth, Jake",630105,464,18.2,32.3,108.6,87.6,97.9,91.4,84.3,423,184,389.0,158,34.1,26,5.6,3.8,2022
"Swanson, Dansby",621020,462,15.7,37.0,109.6,90.2,100.8,94.6,84.9,441,183,407.0,214,46.3,50,10.8,7.2,2022
"France, Ty",664034,462,10.0,34.8,110.4,87.6,99.0,91.3,85.5,438,153,398.0,170,36.8,25,5.4,4.1,2022
"Witt Jr., Bobby",677951,461,16.8,32.5,113.7,89.7,100.8,92.6,87.3,443,183,416.0,178,38.6,40,8.7,6.3,2022
"Walker, Christian",572233,459,17.0,33.3,112.6,90.0,101.5,93.8,87.7,467,181,414.0,202,44.0,53,11.5,7.9,2022
"Santander, Anthony",623993,457,21.4,33.5,112.0,90.1,101.3,94.3,88.9,455,185,398.0,198,43.3,53,11.6,8.2,2022
"Bell, Josh",605137,456,8.4,30.7,112.2,88.9,100.6,92.6,87.6,443,146,403.0,186,40.8,33,7.2,5.1,2022
"Straw, Myles",664702,454,9.8,34.1,104.8,87.0,95.5,88.5,86.4,388,152,,120,26.5,3,0.7,0.5,2022
"Hernández, César",514917,451,9.3,33.0,110.8,84.8,96.4,88.2,83.5,398,144,398.0,134,29.7,11,2.4,1.8,2022
"Riley, Austin",663586,451,12.9,37.7,115.9,92.5,104.4,97.7,87.2,441,183,411.0,229,50.8,71,15.7,10.2,2022
"Tucker, Kyle",663656,451,19.0,34.4,111.3,90.0,100.3,93.5,85.8,445,194,395.0,191,42.4,46,10.2,7.6,2022
"Olson, Matt",621566,450,16.1,33.8,116.8,92.9,103.7,96.4,90.6,443,178,403.0,229,50.9,61,13.6,8.7,2022
"Machado, Manny",592518,447,16.0,36.7,112.4,91.5,102.6,95.0,90.5,463,179,401.0,219,49.0,44,9.8,6.8,2022
"Bogaerts, Xander",593428,446,10.2,30.3,113.0,88.1,100.0,92.1,85.8,423,148,390.0,176,39.5,29,6.5,4.6,2022
"Lowe, Nathaniel",663993,446,8.2,34.1,113.0,90.2,102.0,93.5,88.6,452,156,408.0,200,44.8,44,9.9,6.8,2022
"Crawford, J.P.",641487,445,8.9,32.4,109.3,85.1,96.7,89.2,83.1,417,140,396.0,132,29.7,9,2.0,1.5,2022
"Devers, Rafael",646240,444,11.3,33.1,113.7,93.1,103.8,96.6,91.1,441,167,404.0,226,50.9,51,11.5,8.3,2022
"Andrus, Elvis",462101,443,11.9,28.9,109.9,87.9,98.3,91.2,87.6,444,149,394.0,154,34.8,20,4.5,3.5,2022
"Altuve, Jose",514888,441,16.1,35.1,109.8,85.9,97.3,91.1,82.1,422,163,388.0,131,29.7,34,7.7,5.6,2022
"Kemp, Tony",643393,436,15.0,33.3,103.2,84.4,93.1,89.0,81.2,392,152,373.0,65,14.9,7,1.6,1.3,2022
"Farmer, Kyle",571657,435,12.7,37.7,106.6,85.5,97.1,90.3,82.3,431,156,389.0,146,33.8,19,4.4,3.3,2022
"Arozarena, Randy",668227,432,8.8,28.2,114.1,89.9,101.2,95.1,87.7,431,140,400.0,177,41.0,34,7.9,5.3,2022
"Rodgers, Brendan",663898,431,4.6,31.3,112.2,90.0,101.1,93.8,87.4,438,144,417.0,198,45.9,31,7.2,5.3,2022
"Flores, Wilmer",527038,429,20.7,35.7,108.3,87.8,97.7,90.8,85.0,421,183,384.0,152,35.4,27,6.3,4.5,2022
"Happ, Ian",664023,428,10.9,29.2,113.9,89.7,100.3,94.3,86.2,429,157,390.0,172,40.4,28,6.5,4.4,2022
"Soto, Juan",665742,428,9.1,28.5,113.2,91.0,102.2,97.2,86.1,451,157,410.0,203,47.4,53,12.4,8.0,2022
"García, Adolis",666969,428,13.2,36.7,113.0,92.1,102.4,96.4,88.9,453,175,403.0,203,47.4,55,12.9,8.4,2022
"Ohtani, Shohei",660271,428,12.1,35.0,119.1,92.9,103.8,97.3,88.4,462,178,408.0,213,49.8,72,16.8,10.8,2022
"Blackmon, Charlie",453568,428,12.4,36.7,109.5,86.2,97.4,90.2,82.7,453,161,409.0,131,30.6,19,4.4,3.3,2022
"Merrifield, Whit",593160,427,15.1,37.5,107.6,87.1,96.4,90.8,83.9,413,168,383.0,133,31.1,18,4.2,3.3,2022
"Hoerner, Nico",663538,426,10.6,32.4,109.7,87.2,97.7,89.8,86.8,407,153,381.0,141,33.5,11,2.6,2.1,2022
"Goldschmidt, Paul",502671,424,15.7,31.8,112.3,90.8,102.2,95.6,86.7,429,179,399.0,201,47.4,49,11.6,7.5,2022
"Hoskins, Rhys",656555,424,18.1,37.3,112.2,90.1,100.8,94.2,85.5,441,186,390.0,188,44.3,47,11.1,7.0,2022
"Kim, Ha-Seong",673490,424,16.1,34.0,109.4,86.7,97.6,91.0,84.3,426,164,398.0,137,32.4,18,4.2,3.1,2022
"Hays, Austin",669720,424,11.3,32.3,109.0,87.7,99.0,92.3,85.8,464,156,397.0,160,37.7,22,5.2,3.8,2022
"Kiner-Falefa, Isiah",643396,419,4.3,29.4,109.8,86.2,96.6,90.1,85.1,404,125,378.0,126,30.1,5,1.2,0.9,2022
"Vaughn, Andrew",683734,419,7.5,34.1,112.1,90.8,101.2,94.7,88.3,444,157,402.0,203,48.6,33,7.9,5.9,2022
"Springer, George",543807,418,13.9,31.8,113.6,88.7,101.3,93.7,85.9,439,162,395.0,177,42.3,35,8.4,6.0,2022
"Murphy, Sean",669221,418,11.5,34.7,114.0,88.7,101.1,95.3,83.9,454,166,411.0,173,41.4,44,10.5,7.2,2022
"Yelich, Christian",592885,416,3.6,30.3,117.2,91.5,103.0,95.3,89.7,499,129,415.0,202,48.6,34,8.2,5.1,2022
"Kirk, Alejandro",672386,416,8.1,32.0,110.1,90.5,101.1,94.1,88.6,420,151,390.0,189,45.4,28,6.7,5.2,2022
"Cron, C.J.",543068,416,14.2,36.8,115.5,88.7,101.4,93.5,84.1,504,180,426.0,176,42.3,45,10.8,7.1,2022
"Smith, Will",669257,416,18.4,36.8,109.0,89.9,99.8,93.7,83.9,465,201,405.0,179,43.0,43,10.3,7.4,2022
"Rojas, Miguel",500743,414,10.1,33.1,109.1,86.1,96.2,89.2,84.8,400,149,381.0,112,27.1,8,1.9,1.6,2022
"Díaz, Yandy",650490,414,7.7,30.7,114.3,92.2,103.1,95.1,92.0,434,151,400.0,203,49.0,20,4.8,3.6,2022
"Urshela, Gio",570482,412,11.8,38.6,110.3,88.9,99.1,92.0,86.3,434,171,399.0,155,37.6,29,7.0,5.3,2022
"Báez, Javier",595879,411,9.6,29.7,112.1,87.9,99.7,93.3,85.0,459,148,393.0,156,38.0,33,8.0,5.6,2022
"Tellez, Rowdy",642133,411,15.3,31.4,116.9,91.1,102.6,94.6,90.2,453,178,404.0,189,46.0,53,12.9,8.8,2022
"Rengifo, Luis",650859,411,9.9,31.1,109.3,86.9,98.1,90.6,85.7,434,145,398.0,138,33.6,22,5.4,4.3,2022
"Mountcastle, Ryan",663624,408,15.9,39.5,112.0,91.3,101.9,94.3,88.1,437,188,407.0,189,46.3,61,15.0,10.0,2022
"Correa, Carlos",621043,405,11.6,35.3,114.6,89.9,102.0,95.1,85.8,458,171,408.0,181,44.7,46,11.4,7.8,2022
"Estrada, Thairo",642731,405,8.1,31.1,109.3,86.2,97.1,91.4,83.1,418,138,394.0,126,31.1,18,4.4,3.3,2022
"Reynolds, Bryan",668804,403,12.0,35.5,113.2,90.2,100.9,93.2,87.2,442,165,400.0,173,42.9,32,7.9,5.2,2022
"Torres, Gleyber",650402,401,17.5,36.2,111.3,90.4,100.5,94.6,85.6,438,188,383.0,181,45.3,43,10.7,7.5,2022
"Adames, Willy",642715,401,18.9,36.4,110.6,88.9,100.1,94.6,82.3,442,191,401.0,175,43.6,52,13.0,8.4,2022
"Judge, Aaron",592450,400,15.0,39.0,118.4,95.9,107.1,100.3,89.2,465,206,412.0,247,61.9,106,26.5,15.2,2022
"LeMahieu, DJ",518934,399,3.0,32.6,110.9,89.2,99.5,94.2,85.8,411,141,378.0,163,41.1,21,5.3,3.9,2022
"Castellanos, Nick",592206,396,14.6,36.9,110.1,87.5,98.4,92.1,84.0,436,172,398.0,139,35.1,26,6.6,4.7,2022
"Marte, Ketel",606466,396,13.5,31.6,115.0,90.1,101.2,92.3,90.1,438,167,405.0,166,41.9,24,6.1,4.3,2022
"Drury, Brandon",592273,396,13.8,34.8,112.4,89.1,100.6,92.7,86.5,468,173,393.0,167,42.2,41,10.4,7.2,2022
"McCutchen, Andrew",457705,395,13.2,36.2,110.6,89.1,99.9,93.5,84.8,444,169,395.0,158,40.0,34,8.6,5.9,2022
"Pollock, AJ",572041,395,11.6,32.7,110.8,88.8,100.4,94.9,84.9,432,152,391.0,166,42.0,37,9.4,7.0,2022
"Varsho, Daulton",662139,393,14.9,32.8,110.3,87.7,99.2,93.9,82.2,451,172,402.0,140,35.6,40,10.2,6.8,2022
"Martinez, J.D.",502110,393,14.1,42.0,111.6,89.1,100.9,94.2,83.1,422,187,402.0,164,41.7,49,12.5,8.2,2022
"Pham, Tommy",502054,392,7.7,33.2,112.6,92.2,102.5,94.8,90.6,437,157,401.0,190,48.5,31,7.9,5.0,2022
"Peña, Jeremy",665161,392,8.7,32.9,110.5,88.1,99.8,93.6,83.7,429,156,396.0,144,36.7,38,9.7,6.8,2022
"Benintendi, Andrew",643217,390,12.6,39.2,109.8,89.2,98.2,92.0,86.6,433,167,401.0,151,38.7,20,5.1,3.8,2022
"Realmuto, J.T.",592663,390,13.1,35.6,110.4,90.3,101.3,94.4,87.1,424,167,389.0,184,47.2,44,11.3,7.8,2022
